Gene name,Tropical clawed frog gene name,Tropical clawed frog homology type
ppifb,ppif,ortholog_one2one
mark2b,mark2,ortholog_one2many
six3b,six3,ortholog_one2many
si:ch211-246m6.4,,ortholog_one2one
ccdc9,ccdc9,ortholog_one2one
camta1a,camta1,ortholog_one2many
adamts10,adamts10,ortholog_one2one
si:dkey-57a22.15,cryga.4,ortholog_one2many
si:dkey-57a22.15,cryga.3,ortholog_one2many
si:ch211-286b5.4,,ortholog_one2one
ostn,ostn,ortholog_one2one
mrpl34,MRPL34,ortholog_one2one
pcsk1,pcsk1,ortholog_one2one
map2k5,map2k5,ortholog_one2one
spag9a,spag9,ortholog_one2many
cdk2,cdk2,ortholog_one2one
BX914205.3,,ortholog_many2many
BX914205.3,MGC146893,ortholog_many2many
BX914205.3,znf84,ortholog_many2many
ppp2r5cb,ppp2r5c,ortholog_one2many
mc5ra,mc5r,ortholog_one2many
cox18,cox18,ortholog_one2one
rbmx2,rbmx2,ortholog_one2one
tshz1,tshz1,ortholog_one2one
zbtb21,zbtb21,ortholog_one2one
si:dkey-38p12.3,,ortholog_one2many
zswim8,zswim8,ortholog_one2one
ppme1,ppme1,ortholog_one2one
tnni2a.1,tnni2,ortholog_one2many
aldoca,aldoc,ortholog_one2one
cthrc1a,cthrc1,ortholog_one2many
ranbp9,ranbp9,ortholog_one2one
vrk2,vrk2,ortholog_one2one
polr2eb,polr2e,ortholog_one2many
rtn4rl2b,,ortholog_one2many
gmnc,gmnc,ortholog_one2one
selenow2a,mien1,ortholog_one2many
si:ch73-173h19.3,efemp1,ortholog_one2many
tnni2a.2,tnni2,ortholog_one2many
plppr3a,plppr3,ortholog_one2many
gabrr3b,gabrr3,ortholog_one2many
zbtb37,zbtb37,ortholog_one2one
fancl,fancl,ortholog_one2one
arhgef25b,arhgef25,ortholog_one2one
sema5ba,sema5b,ortholog_one2many
mrtfbb,mrtfb,ortholog_one2many
atg101,atg101,ortholog_one2one
utp15,utp15,ortholog_one2one
ano8a,ano8,ortholog_one2many
fabp2,fabp2,ortholog_one2one
snrnp25,snrnp25,ortholog_one2one
stx16,stx16,ortholog_one2one
coq3,coq3,ortholog_one2one
heca,heca,ortholog_one2one
hk1,hk1,ortholog_one2one
rad51c,rad51c,ortholog_one2one
ccnl1a,ccnl1,ortholog_one2one
ascl1a,,ortholog_many2many
ascl1a,ascl1,ortholog_many2many
ascl1a,ASCL3,ortholog_many2many
tnni2a.3,tnni2,ortholog_one2many
si:dkey-157g16.6,fignl2,ortholog_one2one
polr3k,polr3k,ortholog_one2one
ndc80,ndc80,ortholog_one2one
ercc6l,ercc6l,ortholog_one2one
siah2l,siah2,ortholog_one2one
pygl,pygl,ortholog_one2one
zgc:123010,,ortholog_one2one
polr2b,polr2b,ortholog_one2many
cdip1,cdip1,ortholog_one2one
limk1b,limk1,ortholog_one2many
march6,marchf6,ortholog_one2one
opn1sw2,XB5817984 [provisional:opn1sw],ortholog_one2one
palm1b,rxra,ortholog_one2many
rpl19,rpl19,ortholog_one2one
si:ch73-380n15.2,,ortholog_one2one
si:ch211-246m6.5,VWDE,ortholog_one2one
hsp90aa1.2,hsp90aa1.2,ortholog_many2many
hsp90aa1.2,hsp90aa1.1,ortholog_many2many
hcfc1a,klhdc9,ortholog_many2many
rskra,rskr,ortholog_one2many
kank4,,ortholog_one2one
tub,tub,ortholog_one2one
rarab,nr1i3,ortholog_many2many
noa1,noa1,ortholog_one2one
s1pr1,s1pr1,ortholog_one2one
gpr17,gpr17,ortholog_one2one
b4galnt4b,b4galnt4,ortholog_one2many
fat3a,fat3,ortholog_one2many
dock7,dock7,ortholog_one2one
ctss2.2,ctss,ortholog_many2many
ctss2.2,,ortholog_many2many
RIC3,ric3,ortholog_one2many
cnnm2b,cnnm2,ortholog_one2many
sc:d0202,,ortholog_many2many
abtb2a,abtb2,ortholog_one2many
lmo1,lmo1,ortholog_one2one
xylt1,xylt1,ortholog_one2one
onecutl,onecut1.2,ortholog_one2one
agla,agl,ortholog_one2many
jazf1a,vill,ortholog_one2many
ifitm1,,ortholog_one2many
ifitm1,ifitm1,ortholog_one2many
ifitm1,XB990428 [provisional:ifitm3],ortholog_one2many
ifitm1,ifitm3,ortholog_one2many
ifitm1,ifitm10,ortholog_one2many
si:ch211-66e2.3,,ortholog_many2many
znf1147,,ortholog_many2many
racgap1,racgap1,ortholog_one2one
eif4g1a,eif4g1,ortholog_one2many
si:ch211-66e2.5,,ortholog_many2many
foxb1b,foxb1,ortholog_one2many
chrnb3a,chrnb3,ortholog_one2many
sms,sms,ortholog_one2one
nr6a1a,nr6a1,ortholog_one2one
smad3a,smad3,ortholog_one2many
txlnba,txlnb,ortholog_one2many
tle2a,tle2,ortholog_one2one
tyk2,tyk2,ortholog_one2one
ppm1da,ppm1d,ortholog_one2many
npepl1,npepl1,ortholog_one2one
fezf1,fezf1,ortholog_one2one
grb10a,grb10,ortholog_one2many
pdhx,pdhx,ortholog_one2one
zgc:194839,,ortholog_many2many
zgc:194839,XB5872720 [provisional],ortholog_many2many
zgc:194839,XB5907743 [provisional],ortholog_many2many
anxa11b,anxa11,ortholog_one2many
mrpl17,mrpl17,ortholog_one2one
si:ch211-210c8.6,XB5780651 [provisional],ortholog_one2one
meltf,meltf,ortholog_one2one
bin2a,bin2,ortholog_one2many
rdh20,rdh20,ortholog_one2one
hsp90aa1.1,hsp90aa1.2,ortholog_many2many
hsp90aa1.1,hsp90aa1.1,ortholog_many2many
foxp2,foxp2,ortholog_one2one
ubr3,ubr3,ortholog_one2one
ap1s1,ap1s1,ortholog_one2one
slc25a32a,slc25a32,ortholog_one2many
zic2b,zic2,ortholog_one2many
rspo2,rspo2,ortholog_one2one
anapc4,anapc4,ortholog_one2many
anapc4,,ortholog_one2many
angptl3,angptl3,ortholog_one2one
abcb5,,ortholog_one2one
lin7c,lin7c,ortholog_one2one
ctsba,ctsb,ortholog_one2one
ppp1r13bb,ppp1r13b,ortholog_one2many
taf9,taf9b,ortholog_one2one
usp38,usp38,ortholog_one2one
klhl17,klhl17,ortholog_one2one
usp1,usp1,ortholog_one2one
ncapg,ncapg,ortholog_one2one
gatad1,gatad1,ortholog_one2one
erc1a,erc1,ortholog_one2many
rps6kl1,rps6kl1,ortholog_one2one
gria1a,gria1,ortholog_one2many
nadka,nadk,ortholog_one2many
sp8b,sp8,ortholog_one2one
sorbs3,sorbs3,ortholog_one2one
ngfra,ngfr,ortholog_one2many
hspb9,,ortholog_one2many
psmd11a,psmd11,ortholog_one2many
prrx1a,prrx1,ortholog_one2many
lcorl,lcorl,ortholog_one2one
mest,mest,ortholog_one2one
ppp1r3aa,ppp1r3a,ortholog_one2many
dph5,dph5,ortholog_one2one
aldh3a1,aldh3a2,ortholog_one2one
cttnbp2,cttnbp2,ortholog_one2one
cgref1,cgref1,ortholog_one2one
tdrd9,tdrd9,ortholog_one2one
recql,recql,ortholog_one2one
ptpn9b,ptpn9l,ortholog_one2one
yipf5,yipf5,ortholog_one2one
MDFIC,mdfic,ortholog_one2one
tnni2a.4,tnni2,ortholog_one2many
nxph3,nxph3,ortholog_one2one
PSMD4,psmd4,ortholog_one2many
tax1bp1a,tax1bp1,ortholog_one2many
psmd4a,psmd4,ortholog_one2many
BX323586.3,,ortholog_one2one
si:ch211-173a9.6,olfm4,ortholog_many2many
si:ch211-173a9.6,,ortholog_many2many
srfa,srf,ortholog_one2many
ctsz,ctsz,ortholog_one2one
stard8,stard8,ortholog_one2one
ell2,ell2,ortholog_one2one
znf687a,znf687,ortholog_one2many
kirrel1b,kirrel1,ortholog_one2many
apoea,apoe,ortholog_one2many
exosc8,exosc8,ortholog_one2one
kcnb1,kcnb1,ortholog_one2one
slc36a4,slc36a4,ortholog_one2one
htra1a,htra1,ortholog_one2many
ormdl1,ormdl1,ortholog_one2one
inpp5d,inpp5d,ortholog_one2one
mpp2a,mpp2,ortholog_one2many
slc30a7,slc30a7,ortholog_one2one
pms1,pms1,ortholog_one2one
cdk5r1a,cdk5r1,ortholog_one2many
kifap3b,kifap3,ortholog_one2many
pdia5,pdia5,ortholog_one2one
kctd16b,kctd16,ortholog_one2many
brsk2b,brsk2,ortholog_one2many
lctla,lctl,ortholog_one2many
zap70,zap70,ortholog_one2one
rnf130,rnf130,ortholog_one2many
rnf130,,ortholog_one2many
smad6a,smad6,ortholog_one2many
kdelr2a,kdelr1,ortholog_one2many
tmem145,tmem145,ortholog_one2one
ptgis,ptgis,ortholog_one2one
si:dkey-6b12.5,rhobtb3,ortholog_one2one
usp16,usp16,ortholog_one2one
glrx,glrx,ortholog_one2one
spop,spop,ortholog_one2one
eif3i,eif3i,ortholog_one2one
pdha1a,atg16l2,ortholog_one2many
si:ch211-223a21.4,,ortholog_many2many
si:ch211-223a21.4,MGC146893,ortholog_many2many
si:ch211-223a21.4,znf84,ortholog_many2many
crygmxl1,,ortholog_many2many
crygmxl1,cryga.5,ortholog_many2many
crygmxl1,cryga.6,ortholog_many2many
eya1,eya1,ortholog_one2one
cited2,cited2,ortholog_one2one
lrrc40,lrrc40,ortholog_one2one
usp16,ccdc150,ortholog_one2one
raver1,raver1,ortholog_one2one
rab24,rab24,ortholog_one2one
map7d2a,map7d2,ortholog_one2many
prkcea,prkce,ortholog_one2many
aass,aass,ortholog_one2one
rps6ka3a,rps6ka3,ortholog_one2many
homezb,homez,ortholog_one2many
lars1b,lars1,ortholog_one2many
F2RL3,,ortholog_one2one
si:dkey-191c17.2,thtpa,ortholog_one2many
ralgps1,ralgps1,ortholog_one2one
vezf1a,vezf1,ortholog_one2many
itfg2,,ortholog_one2many
itfg2,itfg2,ortholog_one2many
angptl2b,angptl2,ortholog_one2many
pde4a,pde4a,ortholog_one2one
eif1axa,eif1ax,ortholog_one2one
gid8a,gid8,ortholog_one2many
oxtrl,oxtr,ortholog_one2many
nemp1,nemp1,ortholog_one2one
si:ch211-139g16.8,,ortholog_one2one
si:dkey-248g21.1,,ortholog_many2many
slc17a9a,slc17a9,ortholog_one2many
itga3a,itga3,ortholog_one2many
eif2a,eif2a,ortholog_one2one
heatr6,heatr6,ortholog_one2one
ehmt1b,ehmt1,ortholog_one2many
kdm6ba,kdm6b,ortholog_one2many
chrna6,chrna6,ortholog_one2one
prkcsh,prkcsh,ortholog_one2one
nelfcd,gnas,ortholog_one2one
cx34.4,gjb4,ortholog_many2many
cx34.4,GJB4,ortholog_many2many
serpine1,serpine1,ortholog_one2one
cdc14ab,cdc14a,ortholog_one2one
opn1lw1,opn1lw,ortholog_one2many
rps2,rps2,ortholog_one2one
nmbr,nmbr,ortholog_one2one
cx35.4,gjb3,ortholog_one2one
crip3,crip3,ortholog_one2one
wdr20b,wdr20,ortholog_one2many
zbtb16b,zbtb16,ortholog_one2many
ca10b,ca10,ortholog_one2many
ccdc103,ccdc103,ortholog_one2one
elavl3,elavl3,ortholog_one2one
smarce1,smarce1,ortholog_one2one
wnt8a,wnt8a,ortholog_one2many
rhbdd3,rhbdd3,ortholog_one2one
gpd2,gpd2,ortholog_one2one
mgat2,mgat2,ortholog_one2one
znf1018,,ortholog_many2many
znf1018,znf184,ortholog_many2many
rps29,rps29,ortholog_one2one
actr10,actr10,ortholog_one2one
cx23,gje1,ortholog_one2many
palld,palld,ortholog_one2one
SLC25A10,slc25a10,ortholog_one2many
hnf1bb,hnf1b,ortholog_one2many
ehhadh,ehhadh,ortholog_one2one
cyp39a1,cyp39a1,ortholog_one2one
zp2.2,,ortholog_many2many
fzd7a,fzd7,ortholog_one2many
klhl42,klhl42,ortholog_one2one
fgl2b,FGL2,ortholog_one2many
rcan2,rcan2,ortholog_one2one
rpl23,rpl23,ortholog_one2one
hkdc1,,ortholog_one2one
supt20,supt20h,ortholog_one2one
zp2.3,,ortholog_many2many
ift172,ift172,ortholog_one2many
ift172,,ortholog_one2many
si:dkey-230p4.1,,ortholog_many2many
tarbp2,tarbp2,ortholog_one2one
si:zfos-1505d6.3,,ortholog_many2many
emid1,emid1,ortholog_one2one
ndufb10,ndufb10,ortholog_one2one
mrpl12,mrpl12,ortholog_one2one
traf4b,traf4,ortholog_one2many
opn1lw2,opn1lw,ortholog_one2many
zp2.6,,ortholog_many2many
rtca,rtca,ortholog_one2one
sec22a,sec22a,ortholog_one2one
bmpr2b,bmpr2,ortholog_one2many
lrrn3a,lrrn3,ortholog_one2many
adgrg6,adgrg6,ortholog_one2one
immp2l,immp2l,ortholog_one2one
ncam1b,ncam1,ortholog_one2many
hgs,hgs,ortholog_one2one
vta1,vta1,ortholog_one2one
fer1l6,fer1l6,ortholog_one2one
gaa,gaa,ortholog_one2many
glb1l,glb1,ortholog_one2one
nphs1,nphs1,ortholog_one2one
zp2.1,,ortholog_many2many
abcb6b,abcb6,ortholog_one2many
si:ch211-283l16.1,,ortholog_many2many
tinf2,tinf2,ortholog_one2many
zp2.5,,ortholog_many2many
gnptab,gnptab,ortholog_one2one
gtpbp1,gtpbp1,ortholog_one2many
cdk5r2b,cdk5r2,ortholog_one2many
nsg2,nsg2,ortholog_one2one
nrp2b,nrp2,ortholog_one2many
pcyox1l,pcyox1l,ortholog_one2many
cldnk,cldn6.2,ortholog_one2many
cldnk,cldn6.1,ortholog_one2many
si:ch211-267e7.3,,ortholog_one2one
zgc:66479,golim4,ortholog_many2many
washc3,washc3,ortholog_one2one
tra2b,tra2b,ortholog_one2one
dram1,dram1,ortholog_one2one
sgsm3,sgsm3,ortholog_one2one
cwf19l1,cwf19l1,ortholog_one2one
cxcr4b,cxcr4,ortholog_one2many
thsd7ba,thsd7b,ortholog_one2many
rsad1,rsad1,ortholog_one2one
mknk2b,mknk2,ortholog_one2many
umps,umps,ortholog_one2one
glulc,,ortholog_one2one
epn3a,epn3,ortholog_one2many
fev,fev,ortholog_one2one
sumo3b,sumo3,ortholog_one2many
adcy5,ADCY5,ortholog_one2one
aldh3a2b,aldh1b1,ortholog_many2many
aldh3a2b,aldh16a1,ortholog_many2many
aldh3a2b,aldh9a1,ortholog_many2many
cryba2b,cryba2,ortholog_one2many
cipcb,cipc,ortholog_one2many
cbr4,cbr4,ortholog_one2one
znf804a,znf804a,ortholog_one2one
hce2l2,astl,ortholog_one2one
arl16,arl16,ortholog_one2one
ttll4,ttll4,ortholog_one2one
prkcbb,prkca,ortholog_one2many
kirrel3l,kirrel2,ortholog_one2one
ptprdb,ptprd,ortholog_one2many
lrrc7,lrrc7,ortholog_one2one
znf410,znf410,ortholog_one2one
gnl3l,gnl3l,ortholog_one2one
carf,carf,ortholog_one2one
tubb1,tubb1,ortholog_one2one
gas7a,gas7,ortholog_one2many
itgav,itgav,ortholog_one2one
rcvrna,guca1c,ortholog_many2many
rcvrna,hpcal4,ortholog_many2many
ahcy,ahcy,ortholog_one2one
chmp4ba,chmp4b,ortholog_one2many
nup35,nup35,ortholog_one2one
cacng3b,cacng3,ortholog_one2many
entpd5b,entpd5,ortholog_one2many
gsg1l2a,,ortholog_one2many
cct6a,cct6a,ortholog_one2one
zc3h15,zc3h15,ortholog_one2one
hivep2a,hivep2,ortholog_one2many
rnf14,rnf14.4,ortholog_many2many
rnf14,,ortholog_many2many
rnf14,rnf14.3,ortholog_many2many
rnf14,rnf14.2,ortholog_many2many
prkag3b,prkag3,ortholog_one2many
pmp22a,pmp22,ortholog_one2many
chpfa,chpf,ortholog_one2one
aplp1,aplp1,ortholog_one2one
rbbp6,rbbp6,ortholog_one2many
ankzf1,ankzf1,ortholog_one2one
cdc42ep4a,cdc42ep4,ortholog_one2many
vtnb,vtn,ortholog_one2many
pak7,abo.4,ortholog_one2one
fam117bb,fam117b,ortholog_one2many
wnt6b,wnt6,ortholog_one2many
tnrc6a,tnrc6a,ortholog_one2one
si:ch1073-416j23.1,racgap1.2,ortholog_one2one
sdk2a,sdk2,ortholog_one2many
tspearb,tspear,ortholog_one2many
si:ch211-161m3.6,,ortholog_many2many
abi2a,abi2,ortholog_one2many
eif2s2,eif2s2,ortholog_one2one
RAPH1,raph1,ortholog_one2one
ttyh2l,ttyh2,ortholog_one2many
slc13a2,slc13a2,ortholog_one2one
CLSTN2,clstn2,ortholog_one2many
zgc:175107,,ortholog_many2many
chmp6a,chmp6,ortholog_one2many
ndufab1b,ndufab1,ortholog_one2many
asic4a,asic4,ortholog_one2many
cacna1aa,cacna1a,ortholog_one2many
aatka,aatk,ortholog_one2many
si:dkey-69o16.5,dpepe,ortholog_one2one
baiap2a,baiap2,ortholog_one2many
si:ch211-161m3.4,,ortholog_many2many
si:ch211-161m3.4,MGC146893,ortholog_many2many
si:ch211-161m3.4,znf84,ortholog_many2many
cd28,ctla4,ortholog_one2one
mpp4a,,ortholog_one2many
si:ch211-113j13.2,,ortholog_one2one
rpusd1,rpusd1,ortholog_one2one
spsb4b,spsb4,ortholog_one2many
tmem237a,tmem237,ortholog_one2many
adgre14,,ortholog_one2many
si:cabz01054394.7,,ortholog_many2many
raly,raly,ortholog_one2one
wnt10a,wnt10a,ortholog_one2one
adat2,adat2,ortholog_many2many
rufy1,rufy1,ortholog_one2one
reps1,reps1,ortholog_one2one
ptger1c,ptger1,ortholog_one2one
gabrg2,gabrg2,ortholog_one2one
slco5a1a,slco5a1,ortholog_one2one
dctn5,dctn5,ortholog_one2one
trim35-13,MGC147490,ortholog_many2many
trim35-13,xnf7,ortholog_many2many
unc119b,unc119,ortholog_one2many
tmem150c,tmem150c,ortholog_one2one
gng13b,gng13,ortholog_one2one
gabra1,gabra1,ortholog_one2one
pgls,pgls,ortholog_one2one
kmt2bb,kmt2b,ortholog_one2many
colgalt1,colgalt1,ortholog_one2many
C5H2orf42,c2orf42,ortholog_one2one
psen2,psen2,ortholog_one2one
gmip,gmip,ortholog_one2one
hbegfa,hbegf,ortholog_one2many
lmx1al,lmx1a,ortholog_one2one
traf7,traf7,ortholog_one2one
csrnp1b,csrnp1,ortholog_one2many
atp13a1,atp13a1,ortholog_one2one
caskin1,caskin1,ortholog_one2many
,c11orf58,ortholog_one2one
si:ch73-170d6.4,,ortholog_one2many
si:ch211-286o17.1,,ortholog_one2many
sh3pxd2b,sh3pxd2b,ortholog_one2one
carm1l,carm1p1,ortholog_one2one
lpar2a,lpar2,ortholog_one2many
tia1,tia1,ortholog_one2many
cyc1,cyc1,ortholog_one2one
brd4,brd4,ortholog_one2one
slc25a36b,slc25a36,ortholog_one2many
pet100,,ortholog_one2one
clu,clu,ortholog_one2one
stxbp2,stxbp2,ortholog_one2one
cpdb,cpd,ortholog_one2many
pxylp1,pxylp1,ortholog_one2one
CABZ01021433.1,,ortholog_many2many
xab2,xab2,ortholog_one2one
cd81b,cd81,ortholog_one2many
stk32a,stk32b,ortholog_one2one
gtf2f1,gtf2f1,ortholog_one2one
dpysl3,dpysl3,ortholog_one2one
srd5a2a,srd5a2,ortholog_one2many
wu:fc30c06,,ortholog_many2many
alkbh7,alkbh7,ortholog_one2one
map1aa,map1a,ortholog_one2many
si:cabz01021426.2,,ortholog_many2many
si:cabz01021426.2,MGC146893,ortholog_many2many
si:cabz01021426.2,znf84,ortholog_many2many
pex3,pex3,ortholog_one2one
si:cabz01021430.2,,ortholog_many2many
si:cabz01021430.2,MGC146893,ortholog_many2many
si:cabz01021430.2,znf84,ortholog_many2many
notch3,notch3,ortholog_one2one
trpt1,trpt1,ortholog_one2one
crlf3,crlf3,ortholog_one2one
ctsf,ctsf,ortholog_one2one
psenen,psenen,ortholog_one2one
scara3,scara3,ortholog_one2one
rdh8a,rdh8,ortholog_one2many
trarg1b,trarg1,ortholog_one2many
slc22a13b,slc22a13,ortholog_one2one
epha4l,epha4,ortholog_one2many
col5a3a,,ortholog_one2many
cactin,cactin,ortholog_one2one
zgc:162958,,ortholog_many2many
zgc:162958,znf184,ortholog_many2many
si:ch73-120g24.4,,ortholog_many2many
si:ch73-120g24.4,znf184,ortholog_many2many
si:dkey-29p10.4,,ortholog_one2one
hspb6,hspb6,ortholog_one2one
proser3,,ortholog_one2one
olfm2a,tac1,ortholog_one2many
sec31a,sec31a,ortholog_one2one
romo1,romo1,ortholog_one2one
lin37,lin37,ortholog_one2one
ergic3,ergic3,ortholog_one2one
angptl6,angptl6,ortholog_one2one
si:ch73-208g10.1,,ortholog_many2many
si:ch73-266f23.1,,ortholog_many2many
si:ch73-266f23.1,znf184,ortholog_many2many
ppan,ppan,ortholog_one2one
lrig2,lrig2,ortholog_one2one
tmem232,tmem232,ortholog_one2one
ccdc25,ccdc25,ortholog_one2one
p2ry11,p2ry11,ortholog_one2one
eif3g,eif3g,ortholog_one2one
CU570689.2,,ortholog_many2many
CU570689.2,MGC146893,ortholog_many2many
CU570689.2,znf84,ortholog_many2many
znf1015,,ortholog_many2many
znf1015,znf184,ortholog_many2many
tp53i11b,tp53i11,ortholog_one2many
suz12a,suz12,ortholog_one2many
dnmt1,dnmt1,ortholog_one2one
atf3,atf3,ortholog_one2one
jag1a,jag2,ortholog_many2many
si:ch211-274p24.4,XB6462649 [provisional:ccdc92],ortholog_one2many
rab11fip4a,rab11fip4,ortholog_one2many
icam3,,ortholog_many2many
si:ch211-74m13.1,,ortholog_many2many
ighd,,ortholog_one2many
aanat2,aanat,ortholog_one2many
jakmip2,jakmip2,ortholog_one2one
rhbdf1a,rhbdf1,ortholog_one2many
cd82b,cd82,ortholog_one2many
batf3,BATF3,ortholog_one2one
si:ch211-165i18.2,endod1,ortholog_one2many
nsl1,nsl1,ortholog_one2one
ppp1r3cb,ppp1r3c,ortholog_one2many
tatdn3,,ortholog_one2one
mpg,mpg,ortholog_one2one
esco2,esco2,ortholog_one2one
nprl3,nprl3,ortholog_one2one
oxsr1b,gal3st4.3,ortholog_one2many
farsb,farsb,ortholog_one2one
hbba2,hbg1,ortholog_one2many
hbba1,hbg1,ortholog_one2many
si:ch73-266f23.3,,ortholog_many2many
coil,coil,ortholog_one2one
man2a1,man2a1,ortholog_one2one
mtss1,mtss1.2,ortholog_one2one
stox2b,stox2,ortholog_one2many
hbbe1.1,hbg1,ortholog_one2many
znf989,,ortholog_many2many
znf989,MGC146893,ortholog_many2many
znf989,znf84,ortholog_many2many
hbbe1.2,hbg1,ortholog_one2many
hbbe1.3,hbg1,ortholog_one2many
engase,engase,ortholog_one2one
scpep1,scpep1,ortholog_one2one
kank2,kank2,ortholog_one2one
p4ha2,p4ha2,ortholog_one2one
si:dkey-262g12.7,,ortholog_many2many
si:dkey-262g12.7,MGC146893,ortholog_many2many
si:dkey-262g12.7,znf84,ortholog_many2many
ighv8-1,,ortholog_many2many
zgc:173624,,ortholog_many2many
dock6,dock6,ortholog_one2one
ighv6-2,,ortholog_one2one
pbk,pbk,ortholog_one2one
ighv4-6,,ortholog_many2many
ighv8-2,,ortholog_many2many
ighv13-2,,ortholog_many2many
ighv4-9,,ortholog_many2many
BX855614.3,,ortholog_many2many
ighv1-3,,ortholog_many2many
zgc:171551,,ortholog_many2many
ighv1-1,,ortholog_many2many
BX855614.4,,ortholog_many2many
BX855614.4,MGC146893,ortholog_many2many
BX855614.4,znf84,ortholog_many2many
si:dkey-262g12.14,,ortholog_many2many
si:dkey-262g12.14,MGC146893,ortholog_many2many
si:dkey-262g12.14,znf84,ortholog_many2many
ighv4-7,,ortholog_many2many
hspa4a,hspa4,ortholog_one2many
ighv4-8,,ortholog_many2many
ighv1-2,,ortholog_many2many
tex2,tex2.2,ortholog_one2one
ighv1-4,,ortholog_many2many
pigu,pigu,ortholog_one2one
si:dkey-262g12.10,,ortholog_many2many
SLC16A3,slc16a3,ortholog_one2many
axin2,AXIN2,ortholog_one2one
si:dkey-262g12.3,,ortholog_many2many
padi2,,ortholog_one2many
padi2,padi2,ortholog_one2many
BX855614.1,,ortholog_many2many
pafah1b1b,pafah1b1,ortholog_one2many
aff4,aff4,ortholog_one2one
shroom1,shroom1,ortholog_one2one
rac1b,rac1,ortholog_one2many
scaf4b,scaf4,ortholog_one2many
CYTH3,cyth3,ortholog_one2many
cyth1a,cyth3,ortholog_one2many
si:dkey-262g12.12,,ortholog_many2many
si:dkey-262g12.12,MGC146893,ortholog_many2many
si:dkey-262g12.12,znf84,ortholog_many2many
mntb,mnt,ortholog_one2many
sept4a,septin4,ortholog_one2many
stk19,stk19,ortholog_one2many
CABZ01069020.1,,ortholog_many2many
CABZ01069020.1,MGC146893,ortholog_many2many
CABZ01069020.1,znf84,ortholog_many2many
amn,amn,ortholog_one2one
ush1ga,ush1g,ortholog_one2many
otop2,otop2,ortholog_one2many
otop2,,ortholog_one2many
hid1a,hid1,ortholog_one2one
cyth1a,cyth2,ortholog_one2many
RAP1GAP,,ortholog_one2many
ptprt,ptprt,ortholog_one2many
usp36,,ortholog_one2one
timp2b,timp2,ortholog_one2many
dynll2b,vti1b,ortholog_one2many
sowahaa,sowaha,ortholog_one2many
cant1a,cant1,ortholog_one2many
flvcr1,flvcr1,ortholog_one2one
sept8a,septin8,ortholog_one2many
tmc6a,tmc6,ortholog_one2one
si:dkey-92f12.2,sun2,ortholog_one2one
cenpx,CENPX,ortholog_one2one
pycr1a,pycr1,ortholog_one2many
dus1l,dus1l,ortholog_one2one
si:ch211-120c15.3,,ortholog_many2many
ccni2,ccni2,ortholog_one2one
si:dkey-238o14.7,nsd1,ortholog_one2many
tiam1b,tiam1,ortholog_one2many
snu13a,snu13,ortholog_one2many
vash2,vash2,ortholog_one2one
si:dkey-42l23.2,,ortholog_one2many
frmd7,helz,ortholog_one2many
slc2a1b,slc2a1,ortholog_one2many
vwa3a,vwa3a,ortholog_one2one
hey2,hey2,ortholog_one2one
sdr42e2,sdr42e2,ortholog_one2one
rab21,rab21,ortholog_one2one
phc2b,phc3,ortholog_one2many
zgc:171489,,ortholog_one2one
hddc2,hddc2,ortholog_one2one
hsc70,hspa1a,ortholog_one2one
dhrs7ca,dhrs7c,ortholog_one2many
angel2,angel2,ortholog_one2one
stk26,stk26,ortholog_one2one
ighv4-5,,ortholog_many2many
ptprr,ptprr,ortholog_one2one
ighv4-3,,ortholog_many2many
grik1b,grik1,ortholog_one2many
luc7l3,luc7l3,ortholog_one2one
tmem185,tmem185a,ortholog_one2one
ighv4-2,,ortholog_many2many
ighv4-1,,ortholog_many2many
znf1076,,ortholog_many2many
st7l,st7l,ortholog_one2one
rbl1,rbl1,ortholog_one2one
ankrd46a,ankrd46,ortholog_one2many
kcna1b,kcna1,ortholog_one2many
slc47a2.1,,ortholog_one2many
atg4a,atg4a,ortholog_one2one
slc47a1,slc47a2,ortholog_many2many
slc47a1,,ortholog_many2many
slc47a1,slc47a1,ortholog_many2many
recql5,recql5,ortholog_one2one
gps1,gps1,ortholog_one2one
tpd52l1,tpd52l1,ortholog_one2one
helz,eaf2,ortholog_one2one
cacng1b,cacng1,ortholog_one2many
nup50,asb14,ortholog_one2one
cacng4b,cacng4,ortholog_one2many
zgc:172139,kiaa0930,ortholog_one2one
aimp2,aimp2,ortholog_one2one
irs4a,atxn2l,ortholog_one2one
pvalb8,ocm1,ortholog_one2many
kcne4,KCNE4,ortholog_one2one
pvalb4,ocm4.3,ortholog_one2many
aldh3b1,aldh3b2,ortholog_one2one
pvalb1,ocm4.3,ortholog_one2many
si:ch73-362m14.2,nhsl2,ortholog_one2many
gpr185a,gpr12,ortholog_one2many
rnf217,rnf217,ortholog_one2one
lmtk2,lmtk2,ortholog_one2one
galnt14,galnt14,ortholog_one2one
tecpr1b,tecpr1,ortholog_one2many
chd6,chd6,ortholog_one2one
capza1a,capza1,ortholog_one2many
si:dkey-238d18.12,,ortholog_one2one
si:dkey-111k8.2,,ortholog_many2many
si:dkey-111k8.2,znf184,ortholog_many2many
si:ch73-362m14.4,,ortholog_one2many
bri3,bri3,ortholog_one2one
mov10a,XB5951253 [provisional:mov10],ortholog_many2many
mov10a,mov10,ortholog_many2many
nkain2,nkain2,ortholog_one2one
