Gene name,Chicken gene name,Chicken homology type
FO904885.2,ART1L2,ortholog_many2many
FO904885.2,ART1L3,ortholog_many2many
FO904885.2,ART5,ortholog_many2many
FO904885.2,ART4,ortholog_many2many
DUSP26,DUSP26,ortholog_one2one
FO834855.1,NRTN,ortholog_one2many
wdr47b,WDR47,ortholog_one2many
AL929434.2,SNORD61,ortholog_one2many
ctnnbip1,CTNNBIP1,ortholog_one2one
manbal,,ortholog_one2many
manbal,MANBAL,ortholog_one2many
dre-mir-100-1,gga-mir-99a,ortholog_one2many
chico,TLE5,ortholog_one2many
dre-mir-20a,gga-mir-20a,ortholog_one2one
tfap2d,TFAP2D,ortholog_one2one
ppfibp1b,PPFIBP1,ortholog_one2many
dpep1,DPEP1,ortholog_one2one
CABZ01052573.1,,ortholog_many2many
cnih4,CNIH4,ortholog_one2one
thumpd3,THUMPD3,ortholog_one2one
rfx7b,,ortholog_many2many
rfx7b,RFX7,ortholog_many2many
angptl1b,ANGPTL1,ortholog_one2many
etv1,ETV1,ortholog_one2one
RNF14,RNF14,ortholog_one2many
atp2b2,ATP13A4,ortholog_many2many
atp2b2,ATP13A5,ortholog_many2many
atp2b2,ATP2B2,ortholog_many2many
BX649559.2,SMURF1,ortholog_one2many
ca2,CA3B,ortholog_many2many
ca2,CA3A,ortholog_many2many
ca2,CA2,ortholog_many2many
ca2,CA9,ortholog_many2many
ca2,CA13,ortholog_many2many
fsbp,FSBP,ortholog_one2one
etv7,ETV7,ortholog_one2one
ext1b,EXT1,ortholog_one2many
spint1a,LRP11,ortholog_many2many
r3hdm4,R3HDM4,ortholog_one2one
pnn,PNN,ortholog_one2one
znf346,ZNF346,ortholog_one2one
LO018568.2,APBB2,ortholog_one2one
prr16,PRR16,ortholog_one2one
fign,FIGN,ortholog_one2one
HTR7,HTR7,ortholog_one2many
dub,RCSD1,ortholog_one2many
gng10,GNG10,ortholog_one2one
tmem266,TMEM266,ortholog_one2one
spega,,ortholog_one2many
aqp11,AQP11,ortholog_one2one
amot,AMOT,ortholog_one2one
ACOT12,ACOT12,ortholog_one2one
twistnb,TWISTNB,ortholog_one2one
BX004842.2,GJD4,ortholog_one2one
txnrd3,TXNRD3,ortholog_one2one
CABZ01034698.2,VCAM1,ortholog_one2many
pdgfrb,PDGFRB,ortholog_one2one
CABZ01060891.1,LINGO3,ortholog_many2many
CU683900.1,,ortholog_one2many
foxl2b,FOXL2,ortholog_one2many
acot7,ACOT7,ortholog_one2one
st8sia4,ST8SIA4,ortholog_one2one
zgc:153704,LCN15,ortholog_many2many
zgc:153704,EXFABP,ortholog_many2many
hlcs,HLCS,ortholog_one2one
CABZ01087629.1,XPO5,ortholog_one2many
fbxw11a,FBXW11,ortholog_one2many
CABZ01099795.1,LSAMP,ortholog_one2one
CABZ01060373.1,INF2,ortholog_one2one
BX927310.1,,ortholog_one2many
BX942819.1,IL17RC,ortholog_many2many
hykk.2,PSMA4,ortholog_one2many
dre-mir-126b,gga-mir-126,ortholog_one2many
lrrc28,LRRC28,ortholog_one2one
tcp1,TCP1,ortholog_one2one
hdhd2,HDHD2,ortholog_one2one
LO018493.2,,ortholog_many2many
LO018493.2,PIGR,ortholog_many2many
CR381647.1,SNORD59A,ortholog_many2many
CR381647.1,,ortholog_many2many
pepd,PEPD,ortholog_one2one
ttll5,TTLL5,ortholog_one2one
aqp1a.2,AQP1,ortholog_one2many
CABZ01084942.1,TRHR3,ortholog_one2one
gm2a,GM2A,ortholog_one2many
CABZ01085700.1,BICD1,ortholog_one2many
BX571699.2,SNORD21,ortholog_one2many
CABZ01019904.1,ART7B,ortholog_many2many
CABZ01019904.1,,ortholog_many2many
CABZ01019904.1,ART7C,ortholog_many2many
CABZ01019904.1,ART1L2,ortholog_many2many
CABZ01019904.1,ART1L3,ortholog_many2many
CABZ01019904.1,ART5,ortholog_many2many
CABZ01019904.1,ART4,ortholog_many2many
CU467861.4,,ortholog_one2one
rbp5,FABP4,ortholog_many2many
rbp5,FABP9,ortholog_many2many
rbp5,FABP5,ortholog_many2many
LO016987.2,EPHB3,ortholog_one2many
rnf139,RNF139,ortholog_one2one
SNORD24,SNORD24,ortholog_one2one
zgc:163083,HSD11B1,ortholog_many2many
zgc:163083,HSD11B1b,ortholog_many2many
CABZ01025780.1,ME1,ortholog_one2many
CU681839.1,,ortholog_one2one
PKN2,PKN2,ortholog_one2many
zgc:171534,ENDOD1,ortholog_one2many
KDELR3,KDELR3,ortholog_one2many
pkd1a,PKD1,ortholog_many2many
pkd1a,PKD1L2,ortholog_many2many
pkd1a,PKDREJ,ortholog_many2many
pkd1a,PKD2L2,ortholog_many2many
fip1l1b,,ortholog_one2many
dre-mir-146a,gga-mir-146b,ortholog_one2one
FIG4,FIG4,ortholog_one2many
dre-mir-9-4,gga-mir-9-1,ortholog_one2many
dre-mir-429a,gga-mir-429,ortholog_one2many
CABP7,CABP7,ortholog_one2many
GABRR1,GABRR1,ortholog_one2many
znf750,ZNF750,ortholog_one2one
aspscr1,ASPSCR1,ortholog_one2one
ccdc85cb,CCDC85C,ortholog_one2many
cacna1db,CACNA1D,ortholog_one2many
fbxl13,FBXL13,ortholog_one2one
KIF2A,KIF2A,ortholog_one2many
mybbp1a,MYBBP1A,ortholog_one2one
adss1,ADSS1,ortholog_one2one
FQ377603.1,EPHB1,ortholog_one2many
CU693379.1,CRYBG2,ortholog_one2one
HNRNPLL,HNRNPLL,ortholog_one2one
dtwd1,DTWD1,ortholog_one2one
rph3ab,RPH3A,ortholog_one2many
wdsub1,WDSUB1,ortholog_one2one
CR392001.3,,ortholog_one2many
tab1,TAB1,ortholog_one2one
ndufa2,NDUFA2,ortholog_one2one
KCTD20,KCTD20,ortholog_one2one
gipc1,GIPC1,ortholog_one2one
admp,ADMP,ortholog_one2one
ccna2,CCNA2,ortholog_one2one
dmgdh,DMGDH,ortholog_one2one
clint1b,CLINT1,ortholog_one2many
h2af1al,,ortholog_one2many
h2af1al,H2AFJ,ortholog_one2many
CT583642.2,,ortholog_one2many
sec24d,SEC24D,ortholog_one2one
zgc:153431,TMEM63B,ortholog_one2many
loxl2a,LOXL2,ortholog_one2many
KCNJ6,KCNJ6,ortholog_one2one
UBR1,UBR1,ortholog_one2many
PLPP7,,ortholog_many2many
nol6,NOL6,ortholog_one2one
tmem14cb,TMEM14C,ortholog_one2many
tmem14cb,,ortholog_one2many
qser1,QSER1,ortholog_one2one
unm_hu7912,C17H9ORF172,ortholog_one2one
mib2,MIB2,ortholog_one2one
g6pc3,G6PC3,ortholog_one2one
LO017974.1,CACNA1I,ortholog_one2many
lpar2b,LPAR2,ortholog_one2many
evlb,EVL,ortholog_one2many
CABZ01110881.1,NCSTN,ortholog_one2one
ipo13,IPO13,ortholog_one2many
mrpl2,MRPL2,ortholog_one2one
c8b,C8B,ortholog_one2one
CT573476.1,,ortholog_one2one
ERG28,C5H14orf1,ortholog_one2one
CR936322.1,,ortholog_one2many
lin28b,LIN28B,ortholog_one2one
larp7,LARP7,ortholog_one2one
ctnnb2,CTNNB1,ortholog_one2many
polg2,POLG2,ortholog_one2one
LSM10,LSM10,ortholog_one2many
epb41l3a,EPB41L3,ortholog_one2many
dre-mir-143,gga-mir-143,ortholog_one2one
RSPH1,RSPH1,ortholog_one2one
oxsm,OXSM,ortholog_one2one
dre-mir-429b,gga-mir-429,ortholog_one2many
FQ377660.1,,ortholog_many2many
WDR1,WDR1,ortholog_one2one
guca1c,GUCA1C,ortholog_many2many
guca1c,HPCAL4,ortholog_many2many
CABZ01102240.1,NDUFA13,ortholog_one2one
dre-mir-135b,gga-mir-135a-1,ortholog_one2one
CABZ01072952.1,DDX41,ortholog_one2one
acox3,ACOX3,ortholog_one2one
hnrnpabb,HNRNPAB,ortholog_one2many
mfsd10,,ortholog_one2one
rnf19a,RNF19A,ortholog_one2one
vasna,VASN,ortholog_one2many
CABZ01080371.1,POU2F1,ortholog_one2many
MAPK8IP1,MAPK8IP1,ortholog_one2one
CU856344.1,PRR5,ortholog_one2many
ggctb,GGCT,ortholog_one2one
gldc,GLDC,ortholog_one2one
,SNORD18,ortholog_one2many
ABCD2,ABCD2,ortholog_one2many
znf710a,ZNF710,ortholog_one2many
CSRNP3,CSRNP3,ortholog_one2one
CU182823.1,NSD1,ortholog_one2many
EML6,EML6,ortholog_one2one
hgfb,HGF,ortholog_one2many
dre-let-7a-5,gga-let-7j,ortholog_one2one
etf1a,ETF1,ortholog_one2many
TP53I3,TP53I3,ortholog_one2one
vaspa,VASP,ortholog_one2many
fyco1b,RUFY4,ortholog_many2many
fyco1b,FYCO1,ortholog_many2many
FO818704.1,MYOZ2,ortholog_one2many
trh,TRH,ortholog_one2one
wnt3a,WNT3A,ortholog_one2one
aldh4a1,ALDH4A1,ortholog_one2one
irak4,IRAK4,ortholog_one2one
pde8b,PDE8B,ortholog_one2one
GID4,GID4,ortholog_one2one
FP102169.1,,ortholog_one2one
TBC1D8,TBC1D8,ortholog_one2one
pald1a,PALD1,ortholog_one2many
nptx1l,NPTX1,ortholog_one2one
selenof,SELENOF,ortholog_one2one
mrpl32,MRPL32,ortholog_one2one
dusp27,STYXL2,ortholog_one2one
BX120005.2,CRTAM,ortholog_one2one
RNF208,RNF208,ortholog_one2one
zgc:123284,HSD11B1,ortholog_many2many
zgc:123284,HSD11B1b,ortholog_many2many
BX927225.2,SNORD11B,ortholog_one2many
srsf7b,SRSF7L,ortholog_one2many
adipor1b,ADIPOR1,ortholog_one2many
tmem126a,TMEM126A,ortholog_one2one
zp3,,ortholog_many2many
zp3,ZP3,ortholog_many2many
ofd1,OFD1,ortholog_one2one
NOX4,NOX4,ortholog_one2one
UNC13B,UNC13B,ortholog_one2one
crhbp,CRHBP,ortholog_one2one
pin1,PIN1,ortholog_one2one
CABZ01044048.1,,ortholog_one2one
CABZ01056628.1,,ortholog_one2many
CABZ01043953.1,LIMD1,ortholog_one2many
tek,TEK,ortholog_one2one
CABZ01090785.1,CDKAL1,ortholog_one2many
ppic,PPIC,ortholog_one2one
kpna7,KPNA7,ortholog_one2one
ccdc84,CENATAC,ortholog_one2one
zgc:172215,ANKRD50,ortholog_one2many
ndnf,NDNF,ortholog_one2one
csnk2a4,CSNK2A1,ortholog_one2one
LO018188.1,SYNPO,ortholog_one2one
zgc:194887,,ortholog_one2one
dre-mir-153b,MIR153-1,ortholog_one2many
dnajc21,DNAJC21,ortholog_one2one
CABZ01085177.1,BRF2,ortholog_one2many
CABZ01064671.1,SIM1,ortholog_one2many
zgc:194330,B3GALT5,ortholog_many2many
zgc:194330,B3GALNT1,ortholog_many2many
CABZ01078601.2,,ortholog_one2one
pcdh20,PCDH20,ortholog_one2one
MGAT5B,MGAT5B,ortholog_one2one
chrm5a,CHRM5,ortholog_one2many
gpsm2l,GPSM2,ortholog_one2one
cyp1c2,CYP1C1,ortholog_one2many
CABZ01081909.1,CCDC34,ortholog_one2many
socs6a,SOCS6,ortholog_one2many
gas1a,GAS1,ortholog_one2many
CU207255.1,SNORA53,ortholog_one2many
orc2,ORC2,ortholog_one2one
gucy2c,GUCY2C,ortholog_one2many
AL928808.1,,ortholog_one2many
MRPL49,MRPL49,ortholog_one2one
epha3,EPHA3,ortholog_one2one
dars1,DARS,ortholog_one2one
sash1b,SASH1,ortholog_one2many
C5H9orf78,C17H9orf78,ortholog_one2one
fadd,FADD,ortholog_one2one
VDR,VDR,ortholog_one2many
crtc1a,CRTC1,ortholog_one2many
FP236810.2,UGT2A1,ortholog_many2many
zmp:0000000608,CD4,ortholog_one2many
CABZ01041962.1,ARL14EPL,ortholog_many2many
rpl31,RPL31,ortholog_one2one
CU467905.1,CASP14,ortholog_one2many
CT027815.1,,ortholog_one2one
CU467861.8,,ortholog_one2many
arhgap17a,ARHGAP17,ortholog_one2many
cpeb2,CPEB2,ortholog_one2one
chmp1b,CHMP1B,ortholog_one2one
CABZ01055707.1,FKBP6,ortholog_one2many
sowahcb,SOWAHC,ortholog_one2many
anapc16,ANAPC16,ortholog_one2one
clrn3,CLRN3,ortholog_one2one
tecra,TECR,ortholog_one2many
CHST8,CHST8,ortholog_one2one
CR385068.2,,ortholog_one2one
dre-mir-30b,gga-mir-30c-1,ortholog_one2many
dre-mir-133a-2,gga-mir-133a-2,ortholog_one2one
CU633479.5,MYH7,ortholog_one2many
dre-mir-92a-2,gga-mir-92-1,ortholog_one2many
dre-mir-182,gga-mir-182,ortholog_one2one
cnnm4a,CNNM4,ortholog_one2many
dre-mir-206-1,gga-mir-206,ortholog_one2many
elovl7b,ELOVL7,ortholog_one2many
pick1,PICK1,ortholog_one2one
eif3s6ip,EIF3L,ortholog_one2one
stimate,STIMATE,ortholog_one2one
yme1l1b,YME1L1,ortholog_one2many
EIF2AK4,EIF2AK4,ortholog_one2one
tfap2a,TFAP2A,ortholog_one2one
FP074902.4,,ortholog_one2many
tmem37,TMEM37,ortholog_one2one
KLHL12,KLHL12,ortholog_one2one
CABZ01077555.1,PGF,ortholog_one2many
AL935186.10,,ortholog_many2many
creld1b,CRELD1,ortholog_one2many
ATP9A,ATP9A,ortholog_one2one
CR388062.4,,ortholog_one2many
GPR68,GPR68,ortholog_one2one
HYCC2,HYCC2,ortholog_one2many
lrrc1,LRRC1,ortholog_one2one
wdr48a,WDR48,ortholog_one2many
ddx54,DDX54,ortholog_one2one
snx1b,SNX1,ortholog_one2many
INSM2,INSM2,ortholog_one2one
uqcrc1,UQCRC1,ortholog_one2one
inhbab,INHBA,ortholog_one2many
aldh6a1,ALDH6A1,ortholog_one2one
dre-mir-301c,gga-mir-301a,ortholog_one2many
EARS2,EARS2,ortholog_one2one
STEEP1,C4HXorf56,ortholog_one2one
CABZ01029422.1,MMP16,ortholog_one2many
prkaa2,PRKAA2,ortholog_one2one
dre-mir-128-1,gga-mir-128-1,ortholog_one2one
FAM163B,FAM163B,ortholog_one2many
CABZ01039782.1,,ortholog_one2one
spinb,SPIN1,ortholog_many2many
spinb,SPIN1L,ortholog_many2many
GNB4,GNB4,ortholog_one2many
jakmip3,JAKMIP3,ortholog_one2one
CABZ01084564.1,,ortholog_many2many
ralbp1,RALBP1,ortholog_one2one
lzts2b,LZTS2,ortholog_one2many
zmp:0000001267,,ortholog_one2one
fam136a,FAM136A,ortholog_one2one
GALNT10,GALNT10,ortholog_one2one
rps14,RPS14,ortholog_one2one
tmem63ba,TMEM63B,ortholog_one2many
noxo1a,NOXO1,ortholog_one2many
pctp,PCTP,ortholog_one2one
CT027620.1,SNORD57,ortholog_one2one
BX511227.3,,ortholog_one2many
utp20,UTP20,ortholog_one2one
dre-mir-30c,gga-mir-30c-1,ortholog_one2many
isca1,ISCA1,ortholog_one2one
cacna2d2a,CACNA2D2,ortholog_one2many
dre-mir-183,gga-mir-183,ortholog_one2one
ssr1,SSR1,ortholog_one2one
CELF6,CELF6,ortholog_one2one
dcp1a,DCP1A,ortholog_one2one
fam78bb,FAM78B,ortholog_one2many
mtm1,MTM1,ortholog_one2one
tcf3b,TCF3,ortholog_one2many
cntn1a,CNTN1,ortholog_one2many
oxt,AVP,ortholog_one2many
gpatch11,GPATCH11,ortholog_one2one
BX571981.1,,ortholog_one2one
ttc13,TTC13,ortholog_one2one
RNU12,U12,ortholog_one2one
usp44,USP44,ortholog_one2one
CABZ01080702.1,SDC3,ortholog_one2one
hopx,HOPX,ortholog_one2one
otos,OTOS,ortholog_one2one
fam98a,FAM98A,ortholog_one2one
dennd5a,DENND5A,ortholog_one2one
zdhhc7,ZDHHC7,ortholog_one2one
sox32,SOX12,ortholog_many2many
CR339054.2,SNORD58,ortholog_many2many
lactb,LACTB,ortholog_one2one
PARL,PARL,ortholog_one2many
sirt1,SIRT1,ortholog_one2one
dre-mir-130a,gga-mir-130c,ortholog_one2one
gli1,GLI1,ortholog_one2one
zcchc9,ZCCHC9,ortholog_one2one
dre-mir-205,gga-mir-205a,ortholog_one2one
BX649556.2,NSD1,ortholog_one2many
nudt15,NUDT15,ortholog_one2one
GNG4,GNG4,ortholog_one2one
CR388231.1,,ortholog_one2many
admb,ADM,ortholog_one2many
CABZ01085139.1,NBL1,ortholog_one2one
pigm,PIGM,ortholog_one2one
dre-mir-92a-1,gga-mir-92-1,ortholog_one2many
MIR199B,gga-mir-199-1,ortholog_one2many
dock1,DOCK1,ortholog_one2one
dnajc16,DNAJC16,ortholog_one2many
LO018490.1,RAB31,ortholog_one2one
FQ976914.1,RFTN1,ortholog_one2many
appl2,APPL2,ortholog_one2one
tsnax,TSNAX,ortholog_one2one
CABZ01081535.1,UTRN,ortholog_one2many
erg,ERG,ortholog_one2one
gnmt,GNMT,ortholog_one2one
EML4,EML4,ortholog_one2one
smad4a,,ortholog_many2many
pde6ha,PDE6G,ortholog_one2many
HEPACAM,HEPACAM,ortholog_one2many
CR356227.1,NSD1,ortholog_one2many
BX470163.3,,ortholog_one2many
BX324164.5,MAPK11,ortholog_one2many
tut4,TUT4,ortholog_one2many
vstm2l,VSTM2L,ortholog_one2one
dre-mir-101b,gga-mir-101-1,ortholog_one2one
gpx8,GPX8,ortholog_one2one
dbnlb,DBNL,ortholog_one2one
CABZ01067558.1,CLDN10,ortholog_one2many
arv1,ARV1,ortholog_one2one
ppargc1a,PPARGC1A,ortholog_one2one
CACNA2D3,CACNA2D3,ortholog_one2many
gpx7,GPX7,ortholog_one2one
LO018363.1,,ortholog_one2many
gemin5,GEMIN5,ortholog_one2one
wu:fd46c06,C1S,ortholog_one2one
CABZ01035356.1,OLA1,ortholog_one2many
tbk1,TBK1,ortholog_one2one
ELFN2,ELFN2,ortholog_one2many
psmd12,PSMD12,ortholog_one2one
GNAZ,GNAZ,ortholog_one2one
med8,MED8,ortholog_one2one
cdc26,CDC26,ortholog_one2one
cxcl20,,ortholog_one2many
dnai2b,DNAI2,ortholog_one2one
cbx3a,CBX3,ortholog_one2one
ankrd49,ANKRD49,ortholog_one2one
hspb7,HSPB7,ortholog_one2one
gpc1b,GPC1,ortholog_one2many
CR382383.2,GTSF2,ortholog_one2many
ank2a,ANK2,ortholog_one2one
FO834823.1,GEN1,ortholog_one2one
BX649295.2,GNAT3,ortholog_many2many
BX649295.2,GNA11,ortholog_many2many
FP236810.1,UGT2A1,ortholog_many2many
cfap70,CFAP70,ortholog_one2one
si:ch211-180m24.3,KYAT3,ortholog_one2many
ddx52,DDX52,ortholog_one2one
pcsk5b,PCSK5,ortholog_one2many
fastkd3,FASTKD3,ortholog_one2one
nckipsd,NCKIPSD,ortholog_one2one
CABZ01073265.1,CFI,ortholog_one2one
cdh7b,CDH7,ortholog_one2many
egfl7,EGFL7,ortholog_one2one
BX324110.1,GNA12,ortholog_one2many
ttll2,TTLL2,ortholog_one2one
fdxr,FDXR,ortholog_one2one
si:dkey-83h2.3,TM4SF19,ortholog_one2one
gna14,GNAQ,ortholog_one2many
RYR2,RYR2,ortholog_one2one
fdx2,FDX2,ortholog_one2one
C21H5orf24,C5orf24,ortholog_one2many
lrrtm4l2,LRRTM4,ortholog_one2many
nr5a2,NR5A2,ortholog_one2one
ntrk3b,NTRK3,ortholog_one2many
lrrc20,LRRC20,ortholog_one2one
CT583728.17,,ortholog_many2many
sox8a,SOX8,ortholog_one2many
DGKD,DGKD,ortholog_one2one
agap3,AGAP3,ortholog_one2one
CABZ01076996.1,NPNT,ortholog_one2many
mafba,MAFB,ortholog_one2one
BX005321.1,DUSP29,ortholog_one2many
eif4a3,EIF4A3,ortholog_one2one
KLHL29,KLHL29,ortholog_one2many
SLC35E2B,SLC35E2B,ortholog_one2one
tsc2,TSC2,ortholog_one2many
btd,BTD,ortholog_one2one
iffo2b,IFFO2,ortholog_one2many
ubr5,UBR5,ortholog_one2one
INSYN2A,INSYN2A,ortholog_one2many
ptpn1,PTPN1,ortholog_one2one
ifnlr1,IFNAR2,ortholog_many2many
ifnlr1,IFNGR1,ortholog_many2many
ifnlr1,IL22RA1,ortholog_many2many
ifnlr1,IL10RA,ortholog_many2many
viml,VIM,ortholog_one2many
gabra6b,GABRA6,ortholog_one2one
CABZ01048666.1,PLEKHG1,ortholog_one2one
EMC7,EMC7,ortholog_one2many
si:dkey-156n14.3,,ortholog_one2one
rbm15,RBM15,ortholog_one2one
tlcd5a,TMEM136,ortholog_many2many
tlcd5a,TMEM136-1,ortholog_many2many
APBA3,APBA3,ortholog_one2one
dvl3b,DVL3,ortholog_one2many
AL935174.3,,ortholog_one2many
ppp4r1,PPP4R1,ortholog_one2one
ica1,ICA1,ortholog_one2one
snrka,SNRK,ortholog_one2one
wipf3,WIPF3,ortholog_one2one
NABP2,NABP2,ortholog_one2one
kmo,KMO,ortholog_one2one
mfsd11,MFSD11,ortholog_one2one
adam10b,,ortholog_many2many
adam10b,ADAM20L,ortholog_many2many
adam10b,ADAM20,ortholog_many2many
adam10b,ADAM10,ortholog_many2many
f2rl2,F2RL2,ortholog_one2many
HMBOX1,HMBOX1,ortholog_one2many
prep,PREP,ortholog_one2one
PDE9A,PDE9A,ortholog_one2many
nkx2.2a,NKX2-2,ortholog_one2one
gpc6a,GPC6,ortholog_one2many
ADAMTS7,ADAMTS7,ortholog_one2one
zmp:0000000997,ART7B,ortholog_many2many
zmp:0000000997,,ortholog_many2many
zmp:0000000997,ART7C,ortholog_many2many
zmp:0000000997,ART1L2,ortholog_many2many
zmp:0000000997,ART1L3,ortholog_many2many
zmp:0000000997,ART5,ortholog_many2many
zmp:0000000997,ART4,ortholog_many2many
CR847523.2,SNORD65,ortholog_one2many
mrpl38,MRPL38,ortholog_one2one
FP102122.1,,ortholog_one2one
rasgrf2a,RASGRF2,ortholog_one2many
agmat,AGMAT,ortholog_one2one
slc29a1a,SLC29A1,ortholog_one2many
ugt5f1,UGT2A1,ortholog_many2many
BX901883.1,,ortholog_one2many
gpr142,GPR142,ortholog_one2one
nme8,,ortholog_many2many
CR339059.1,ADCY9,ortholog_one2many
mtr,MTR,ortholog_one2one
dre-mir-125b-3,gga-mir-125b-2,ortholog_one2one
sncb,SNCB,ortholog_one2one
dre-mir-30e-2,MIR30A,ortholog_one2one
ZNF462,ZNF462,ortholog_one2one
LRFN2,LRFN2,ortholog_one2many
CABZ01044277.1,DST,ortholog_one2many
xylb,XYLB,ortholog_one2one
clpxa,CLPX,ortholog_one2many
r3hdm2,R3HDM2,ortholog_one2one
pik3cd,PIK3CD,ortholog_one2one
col28a2b,,ortholog_one2many
dre-mir-34c,gga-mir-34b,ortholog_one2many
dre-mir-122,gga-mir-122-2,ortholog_one2many
dre-mir-122,gga-mir-122-1,ortholog_one2many
FO704771.1,EIF3H,ortholog_one2many
gnpat,GNPAT,ortholog_one2many
dre-mir-155,gga-mir-155,ortholog_one2one
cratb,,ortholog_one2one
l3hypdh,L3HYPDH,ortholog_one2one
pithd1,PITHD1,ortholog_one2one
sarnp,SARNP,ortholog_one2one
pcsk2,PCSK2,ortholog_one2one
PHF21B,PHF21B,ortholog_one2one
opn6a,,ortholog_one2one
e2f4,E2F4,ortholog_one2one
CABZ01027646.1,,ortholog_one2one
opn4b,OPN4,ortholog_one2many
tacc1,,ortholog_one2many
pi4kaa,PI4KA,ortholog_one2many
scn1bb,SCN1B,ortholog_one2many
zdhhc18b,ZDHHC18,ortholog_one2many
LO018432.1,PLD4,ortholog_one2one
CABZ01117503.1,INHBC,ortholog_one2many
CABZ01117503.1,INHBE,ortholog_one2many
cdc42ep1b,CDC42EP1,ortholog_one2many
CABZ01049847.1,,ortholog_one2many
ppp1cbl,PPP1CB,ortholog_one2many
dicp1.3-4,CD4,ortholog_one2many
plcd1b,PLCD1,ortholog_one2many
ppp4r3b,,ortholog_one2one
thbs1a,THBS1,ortholog_one2many
pgrmc1,PGRMC1,ortholog_one2one
apnl,,ortholog_many2many
brap,BRAP,ortholog_one2one
actn4,ACTN1,ortholog_one2many
RAC1,RAC1,ortholog_one2many
tnni1b,TNNI1,ortholog_one2many
npm2b,NPM2,ortholog_one2one
hsbp1l1,HSBP1L1,ortholog_one2one
slc25a47b,SLC25A47,ortholog_one2many
BX276105.1,TCEANC,ortholog_one2one
mier3a,,ortholog_many2many
mier3a,MIER3,ortholog_many2many
usp14,USP14,ortholog_one2one
cdk14,CDK14,ortholog_one2one
slc35c1,SLC35C1,ortholog_one2one
CABZ01080056.1,ADAMTS2,ortholog_one2many
e2f1,E2F1,ortholog_one2one
h2az2b,,ortholog_one2many
mad2l1bp,MAD2L1BP,ortholog_one2one
rab12,RAB12,ortholog_one2one
capn3a,CAPN3,ortholog_one2many
azi2,AZI2,ortholog_one2one
ANO7,PPP1R7,ortholog_one2one
eri2,ERI2,ortholog_one2one
SGPP2,SGPP2,ortholog_one2one
lancl2,LANCL2,ortholog_one2one
clrn1,CLRN1,ortholog_one2one
CABZ01044053.1,IWS1,ortholog_one2one
st3gal4,ST3GAL4,ortholog_one2one
hbp1,HBP1,ortholog_one2one
TMEM200C,TMEM200C,ortholog_one2many
CR385068.1,,ortholog_one2many
C23H1orf52,C1orf52,ortholog_one2one
ppp1r26,PPP1R26,ortholog_one2one
il1rapl1b,IL1RAPL1,ortholog_one2one
BX649366.1,,ortholog_many2many
tmem65,TMEM65,ortholog_one2one
CABZ01080042.1,,ortholog_one2many
CABZ01031870.1,FAM13A,ortholog_many2many
CABZ01031870.1,,ortholog_many2many
FO704764.1,SCARNA16,ortholog_one2one
macroh2a1,H2AFY,ortholog_one2one
ACSF3,ACSF3,ortholog_one2one
angptl2a,ANGPTL2,ortholog_one2many
klhdc2,KLHDC2,ortholog_one2one
slitrk6,SLITRK6,ortholog_one2one
mir223,gga-mir-223,ortholog_one2one
MIR23B,gga-mir-23b,ortholog_one2many
ZNF521,ZNF521,ortholog_one2one
tec,TEC,ortholog_one2one
dre-mir-456,gga-mir-456,ortholog_one2one
FP236318.2,SNORA71,ortholog_one2many
mrc1a,MMR1L3,ortholog_many2many
mrc1a,,ortholog_many2many
mrc1a,MRC1,ortholog_many2many
mrc1a,MMR1L4,ortholog_many2many
slc12a1,SLC12A1,ortholog_one2one
CR385068.3,,ortholog_one2many
EGFLAM,EGFLAM,ortholog_one2one
pip4k2ca,PIP4K2C,ortholog_one2many
,gga-mir-16-1,ortholog_one2one
tspan4a,TSPAN4,ortholog_one2one
wdr59,WDR59,ortholog_one2one
ccdc149a,CCDC149,ortholog_one2many
lzts3a,LZTS3,ortholog_one2many
CABZ01111454.1,VPS13B,ortholog_one2one
dre-mir-130c-2,,ortholog_one2many
ubald2,UBALD2,ortholog_one2one
phlda1,PHLDA1,ortholog_one2one
dre-mir-34b,gga-mir-34b,ortholog_one2many
CR388047.2,,ortholog_many2many
SHROOM2,SHROOM2,ortholog_one2many
pomgnt2,POMGNT2,ortholog_one2one
WARS1,WARS,ortholog_one2one
rnf34a,RNF34,ortholog_one2many
baalca,BAALC,ortholog_one2many
CABZ01067151.1,NHERF2,ortholog_one2many
ipcef1,IPCEF1,ortholog_many2many
ipcef1,,ortholog_many2many
CKS2,CKS2,ortholog_one2one
RASL10B,RASL10B,ortholog_one2one
MCMDC2,MCMDC2,ortholog_one2one
pak6a,PAK6,ortholog_one2many
arl9,ARL9,ortholog_one2one
GPR180,GPR180,ortholog_one2one
,ITGB1,ortholog_one2many
RFESD,RFESD,ortholog_one2many
BX276180.3,SNORA73,ortholog_one2many
CABZ01089777.1,,ortholog_one2one
BX927310.2,,ortholog_one2many
spata22,SPATA22,ortholog_one2one
vsir,C6H10orf54,ortholog_one2one
eipr1,TSSC1,ortholog_one2one
SLC7A1,SLC7A1,ortholog_one2many
BX936439.1,ARL10,ortholog_one2one
valopa,OPNVA,ortholog_one2many
gpr19,GPR19,ortholog_one2one
pcdh18a,PCDH18,ortholog_one2many
rcvrnb,GUCA1C,ortholog_many2many
rcvrnb,HPCAL4,ortholog_many2many
